LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Deal ID,Pool ID
305148,80.00,342850.00,348000.00,0,No Insurance,N,762,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,273770.55,274280.00,0.00,20070214,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Arizona,TOLLESON,85353,N,N,Conforming,0,360,360,1711.16,1711.16,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305174,70.00,195948.00,196000.00,0,No Insurance,N,620,Stated Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,136153.24,137163.00,0.00,20070226,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Texas,SAN ANTONIO,78247,N,N,Conforming,0,360,360,866.97,866.97,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305176,18.04,166285.00,170000.00,0,No Insurance,N,691,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,29945.58,30000.00,0.00,20070207,20070401,20370301,20070501,6.500,0.250,0.000,0.000,New Mexico,RIO RANCHO,87144,N,N,Conforming,0,360,360,189.63,189.63,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305193,80.00,192977.00,196000.00,0,No Insurance,N,692,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,153917.19,154381.00,0.00,20070202,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Texas,SAN ANTONIO,78245,N,N,Conforming,0,360,360,950.56,950.56,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305197,14.96,258711.00,261000.00,0,No Insurance,N,669,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,37094.08,38711.00,0.00,20070228,20070401,20370301,20070501,6.000,0.250,0.000,0.000,Texas,CIBOLO,78108,N,N,Conforming,0,360,360,232.10,232.10,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305204,80.00,213967.00,215000.00,0,No Insurance,N,687,Stated Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,170839.41,171173.00,0.00,20070209,20070401,20370301,20070501,6.125,0.250,0.000,0.000,Texas,SAN ANTONIO,78253,N,N,Conforming,0,360,360,1040.07,1040.07,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305205,80.00,295076.00,305000.00,0,No Insurance,N,748,No Ratio,N,30 Year FRM,Purchase,Condo,Primary,1,235610.85,236060.00,0.00,20070201,20070401,20370301,20070501,6.250,0.250,0.000,0.000,California,CHINO,91710,N,N,Conforming,0,360,360,1453.47,1453.47,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305209,80.00,157000.00,164000.00,0,No Insurance,N,699,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Secondary,1,125372.29,125600.00,0.00,20070226,20070401,20370301,20070501,6.500,0.250,0.000,0.000,North Carolina,WINSTON SALEM,27127,N,N,Conforming,0,360,360,793.88,793.88,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305565,80.00,229000.00,230000.00,0,No Insurance,N,770,No Ratio,N,30 Year FRM,Purchase,Condo,Primary,1,182859.73,183200.00,0.00,20070220,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Colorado,DENVER,80238,N,N,Conforming,0,360,360,1142.93,1142.93,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305596,80.00,160940.00,161000.00,0,No Insurance,N,782,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,128488.82,128752.00,0.00,20070228,20070401,20370301,20070501,5.875,0.250,0.000,0.000,Texas,BAYTOWN,77520,N,N,Conforming,0,360,360,761.62,761.62,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305607,80.00,290990.00,296000.00,0,No Insurance,N,753,No Ratio,N,30 Year FRM,Purchase,Condo,Primary,1,232349.07,232792.00,0.00,20070223,20070401,20370301,20070501,6.250,0.250,0.000,0.000,California,CHINO,91710,N,N,Conforming,0,360,360,1433.35,1433.35,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305625,80.00,435430.00,435500.00,0,No Insurance,N,735,Stated Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,348344.00,348344.00,0.00,20070215,20070401,20370301,20070501,6.375,0.250,0.000,0.000,California,BAKERSFIELD,93306,Y,N,Conforming,120,360,240,1850.58,1850.58,1,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305705,79.25,325500.00,326000.00,0,No Insurance,N,734,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,257950.00,257950.00,0.00,20070228,20070401,20370301,20070501,6.125,0.250,0.000,0.000,Nevada,LAS VEGAS,89147,Y,N,Conforming,120,360,240,1316.62,1316.62,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305711,78.68,530000.00,530000.00,0,No Insurance,N,785,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,417000.00,417000.00,0.00,20070220,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Colorado,HIGHLANDS RANCH,80130,Y,N,Conforming,120,360,240,2171.88,2171.88,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305731,80.00,420058.00,421000.00,0,No Insurance,N,750,Stated Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,336045.99,336046.00,0.00,20070215,20070401,20370301,20070501,6.125,0.250,0.000,0.000,Hawaii,WAIANAE,96792,Y,N,Conforming,120,360,240,1715.24,1715.23,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305733,80.00,354200.00,354500.00,0,No Insurance,N,632,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,283260.00,283360.00,0.00,20070209,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Colorado,BRIGHTON,80602,Y,N,Conforming,120,360,240,1505.35,1504.82,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305735,80.00,338950.00,339000.00,0,No Insurance,N,760,Stated Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,271160.00,271160.00,0.00,20070214,20070401,20370301,20070501,6.125,0.250,0.000,0.000,Washington,TACOMA,98424,Y,N,Conforming,120,360,240,1384.05,1384.05,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305762,90.00,235990.00,240000.00,12,PMI,N,682,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Secondary,1,212390.88,212391.00,0.00,20070201,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Florida,SAINT CLOUD,34769,Y,N,Conforming,120,360,240,1150.45,1150.45,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305769,69.44,0.00,360000.00,0,No Insurance,N,735,Stated Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Investor,1,249946.47,250000.00,0.00,20070214,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Nevada,LAS VEGAS,89131,Y,N,Conforming,120,360,240,1302.08,1301.80,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305789,80.00,359990.00,416000.00,0,No Insurance,N,749,No Income Verifier,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,287992.00,287992.00,0.00,20070221,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Florida,FORT MYERS,33908,Y,N,Conforming,120,360,240,1499.96,1499.96,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305603,80.00,207937.00,210000.00,0,No Insurance,N,763,No,N,30 Year FRM,Purchase,Condo,Primary,1,166040.02,166349.00,0.00,20070223,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Arizona,PHOENIX,85022,N,N,Conforming,0,360,360,1037.81,1037.81,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305688,80.00,349000.00,350000.00,0,No Insurance,N,740,Stated Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,278693.82,279200.00,0.00,20070220,20070401,20370301,20070501,6.500,0.250,0.000,0.000,California,INDIO,92203,N,N,Conforming,0,360,360,1764.74,1764.74,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305201,59.21,244984.00,282000.00,0,No Insurance,N,702,No,N,30 Year FRM,Purchase,Condo,Primary,1,143891.39,145043.00,0.00,20061127,20070101,20361201,20070501,5.875,0.250,0.000,0.000,Florida,MIAMI,33169,N,N,Conforming,0,360,360,857.99,857.99,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305566,80.00,649954.00,655000.00,0,No Insurance,N,770,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,518900.15,519963.00,0.00,20070212,20070401,20370301,20070501,5.875,0.250,0.000,0.000,Nevada,LAS VEGAS,89131,N,N,Jumbo,0,360,360,3075.78,3075.78,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305573,80.00,355000.00,370000.00,0,No Insurance,N,748,Stated Documentation,Y,30 Year FRM,Purchase,Planned unit developments,Primary,1,283736.95,284000.00,0.00,20070301,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Arizona,PHOENIX,85037,N,N,Conforming,0,360,360,1771.80,1771.80,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305586,80.00,514251.00,515000.00,0,No Insurance,N,739,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,410654.15,411400.00,0.00,20070226,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Texas,SAN ANTONIO,78257,N,N,Conforming,0,360,360,2600.33,2600.33,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305717,80.00,218582.00,225000.00,0,No Insurance,N,804,Stated Income/Stated Asset,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,174513.75,174865.00,0.00,20070213,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Arizona,QUEEN CREEK,85243,N,N,Conforming,0,360,360,1105.27,1105.27,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305722,80.00,699786.00,710000.00,0,No Insurance,N,781,Stated Income/Stated Asset,Y,30 Year FRM,Purchase,Planned unit developments,Primary,1,558631.27,559828.00,0.00,20070205,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Nevada,HENDERSON,89052,N,N,Jumbo,0,360,360,3446.96,3446.96,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305150,45.56,183695.00,185000.00,0,No Insurance,N,746,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,83535.75,83695.00,0.00,20070202,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Arizona,QUEEN CREEK,85242,N,N,Conforming,0,360,360,515.33,515.33,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305165,60.96,188662.00,189000.00,0,No Insurance,N,750,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,114786.39,115000.00,0.00,20070219,20070401,20370301,20070501,6.375,0.250,0.000,0.000,South Carolina,MYRTLE BEACH,29579,N,N,Conforming,0,360,360,717.46,717.46,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305167,59.77,229942.00,231000.00,0,No Insurance,N,745,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,137180.48,137442.00,0.00,20070220,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Arizona,QUEEN CREEK,85243,N,N,Conforming,0,360,360,846.26,846.26,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305177,80.00,184687.00,187000.00,0,No Insurance,N,682,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,147326.23,147749.00,0.00,20070201,20070301,20370201,20070501,6.250,0.250,0.000,0.000,North Carolina,WINSTON SALEM,27127,N,N,Conforming,0,360,360,909.72,909.72,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305190,46.00,364205.00,365000.00,0,No Insurance,N,813,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,167222.82,167534.00,0.00,20070205,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Nevada,LAS VEGAS,89131,N,N,Conforming,0,360,360,1045.20,1045.20,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305195,76.52,425830.00,426000.00,0,No Insurance,N,693,No,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,324161.53,325830.00,0.00,20070214,20070401,20370301,20070501,5.875,0.250,0.000,0.000,Nevada,LAS VEGAS,89131,N,N,Conforming,0,360,360,1927.41,1927.41,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305207,57.99,284517.00,285000.00,0,No Insurance,N,779,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,164686.06,165000.00,0.00,20070228,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Florida,KISSIMMEE,34744,N,N,Conforming,0,360,360,1015.94,1015.94,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305211,80.00,479990.00,485000.00,0,No Insurance,N,767,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,383207.08,383992.00,0.00,20070205,20070401,20370301,20070501,5.875,0.250,0.000,0.000,California,CHINO,91710,N,N,Conforming,0,360,360,2271.46,2271.46,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305569,80.00,515990.00,516000.00,0,No Insurance,N,706,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,411987.52,412792.00,0.00,20070206,20070401,20370301,20070501,6.125,0.250,0.000,0.000,California,CHINO,91710,N,N,Conforming,0,360,360,2508.17,2508.17,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305626,95.00,274181.00,278000.00,25,Triad Guaranty Ins,N,692,No Ratio,N,30 Year FRM,Purchase,Condo,Primary,1,260470.96,260471.00,0.00,20061120,20070101,20361201,20070501,6.500,0.250,0.000,0.000,Florida,MIAMI GARDENS,33169,Y,N,Conforming,120,360,240,1410.88,1410.88,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305689,80.00,262922.00,265000.00,0,No Insurance,N,756,No Income Verifier,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,210337.00,210337.00,0.00,20070301,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Arizona,PHOENIX,85037,Y,N,Conforming,120,360,240,1117.42,1117.42,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305709,80.00,151654.00,161000.00,0,No Insurance,N,711,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Investor,1,121315.76,121323.00,0.00,20070219,20070401,20370301,20070501,6.375,0.250,0.000,0.000,Arizona,FLORENCE,85232,Y,N,Conforming,120,360,240,644.53,644.49,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305716,80.00,308372.00,315000.00,0,No Insurance,N,753,No Ratio,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,246227.62,246697.00,0.00,20070202,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Arizona,TOLLESON,85353,N,N,Conforming,0,360,360,1518.96,1518.96,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
302613,80.00,795000.00,815000.00,0,No Insurance,N,786,STR,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,634183.34,636000.00,0.00,20070103,20070201,20370101,20070501,6.250,0.250,0.000,0.000,California,FOUNTAIN VALLEY,92708,Y,N,Jumbo,120,360,240,3312.50,3309.36,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297513,40.00,0.00,1600000.00,0,No Insurance,N,794,Alternative,Y,15 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,633294.59,640000.00,0.00,20070118,20070301,20220201,20070501,5.875,0.250,0.000,0.000,California,ALPINE,91901,N,N,Jumbo,0,180,180,5357.56,5357.56,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
297492,67.61,710000.00,710000.00,0,No Insurance,N,788,STR,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,478074.25,480000.00,0.00,20061229,20070201,20370101,20070501,6.000,0.250,0.000,0.000,California,PLEASANTON,94588,N,N,Jumbo,0,360,360,2877.84,2877.84,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297496,66.67,0.00,659997.00,0,No Insurance,N,715,Alternative,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,438770.90,440000.00,0.00,20070110,20070301,20370201,20070501,6.375,0.250,0.000,0.000,California,ALAMEDA,94501,N,N,Jumbo,0,360,360,2745.03,2745.03,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297498,80.00,0.00,540000.00,0,No Insurance,N,673,STR,N,30 Year FRM,Rate-Term Refinance,Planned unit developments,Primary,1,430733.92,432000.00,0.00,20070117,20070301,20370201,20070501,6.125,0.250,0.000,0.000,Nevada,LAS VEGAS,89148,N,N,Jumbo,0,360,360,2624.88,2624.88,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297506,78.01,0.00,705002.00,0,No Insurance,N,689,STR,Y,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,548463.66,550000.00,0.00,20070125,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Nevada,LAS VEGAS,89138,N,N,Jumbo,0,360,360,3431.28,3431.28,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297516,79.98,590154.00,591000.00,0,No Insurance,N,794,STR,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,331358.33,472000.00,0.00,20070112,20070301,20370201,20070501,6.250,0.250,0.000,0.000,Illinois,WEST CHICAGO,60185,Y,N,Jumbo,120,360,240,2458.33,2458.33,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297519,67.80,0.00,885000.00,0,No Insurance,N,798,STR,N,30 Year FRM,Rate-Term Refinance,Planned unit developments,Primary,1,600000.00,600000.00,0.00,20070116,20070301,20370201,20070501,5.875,0.250,0.000,0.000,California,VALENCIA,91354,Y,N,Jumbo,120,360,240,2937.50,2937.50,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297520,80.00,755000.00,790000.00,0,No Insurance,N,689,STR,N,30 Year FRM,Purchase,Condo,Primary,1,604000.00,604000.00,0.00,20070112,20070301,20370201,20070501,6.125,0.250,0.000,0.000,Massachusetts,NEWTON,02459,Y,N,Jumbo,120,360,240,3082.92,3082.92,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297522,80.00,607600.00,607600.00,0,No Insurance,N,697,STR,N,30 Year FRM,Purchase,Condo,Primary,1,486080.00,486080.00,0.00,20070105,20070301,20370201,20070501,6.125,0.250,0.000,0.000,California,SAN JOSE,95126,Y,N,Jumbo,120,360,240,2481.03,2481.03,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
298660,60.81,0.00,740000.00,0,No Insurance,N,641,No,Y,15 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,445284.17,450000.00,0.00,20070124,20070301,20220201,20070501,5.875,0.250,0.000,0.000,New York,OCEANSIDE,11572,N,N,Jumbo,0,180,180,3767.03,3767.03,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
303925,18.18,0.00,715000.00,0,No Insurance,N,782,Full Documentation,N,15 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,127631.01,130000.00,0.00,20070104,20070301,20220201,20070501,5.500,0.250,0.000,0.000,Hawaii,KANEOHE,96744,N,N,Conforming,0,180,180,1062.21,1062.21,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
305301,80.00,734000.00,750200.00,0,No Insurance,N,742,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,585437.54,587200.00,0.00,20070127,20070301,20370201,20070501,6.000,0.250,0.000,0.000,California,LAGUNA HILLS,92653,N,N,Jumbo,0,360,360,3520.56,3520.56,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
304768,80.00,575000.00,575000.00,0,No Insurance,N,714,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,459103.53,460000.00,0.00,20070215,20070401,20370301,20070501,6.125,0.250,0.000,0.000,California,GARDEN GROVE,92845,N,N,Jumbo,0,360,360,2795.01,2795.01,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
304804,80.00,0.00,207000.00,0,No Insurance,N,705,Full Documentation,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,165137.42,165600.00,0.00,20070131,20070301,20370201,20070501,6.375,0.250,0.000,0.000,Washington,YAKIMA,98908,N,N,Conforming,0,360,360,1033.13,1033.13,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305818,69.39,0.00,490000.00,0,No Insurance,N,698,Full Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,339337.39,340000.00,0.00,20070222,20070401,20370301,20070501,6.125,0.250,0.000,0.000,Virginia,ANNANDALE,22003,N,N,Conforming,0,360,360,2065.88,2065.88,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
297029,67.63,0.00,485000.00,0,No Insurance,N,644,Stated Income/Stated Asset,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,328000.00,328000.00,0.00,20061211,20070201,20370101,20070501,6.000,0.250,0.000,0.000,Maryland,FORT WASHINGTON,20744,Y,N,Conforming,120,360,240,1640.00,1640.00,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
304774,78.68,0.00,530000.00,0,No Insurance,N,703,Stated Income/Stated Asset,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,416206.61,417000.00,0.00,20070220,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Maryland,WALKERSVILLE,21793,N,N,Conforming,0,360,360,2567.54,2567.54,1,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305367,40.00,0.00,1075000.00,0,No Insurance,N,793,Full Documentation,N,15 Year FRM,Cash-out Refinance,Condo,Primary,1,427066.73,430000.00,0.00,20070220,20070401,20220301,20070501,6.125,0.250,0.000,0.000,Florida,SANIBEL,33957,N,N,Jumbo,0,180,180,3657.69,3657.69,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,2
305272,52.00,0.00,1000000.00,0,No Insurance,N,668,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,520000.00,520000.00,0.00,20070216,20070401,20370301,20070501,6.500,0.250,0.000,0.000,Nevada,LAS VEGAS,89128,Y,N,Jumbo,120,360,240,2816.67,2816.67,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305279,50.50,0.00,1000000.00,0,No Insurance,N,780,Full Documentation,N,30 Year FRM,Cash-out Refinance,Planned unit developments,Primary,1,504935.42,505000.00,0.00,20070223,20070401,20370301,20070501,6.500,0.250,0.000,0.000,California,ROSEVILLE,95661,Y,N,Jumbo,120,360,240,2735.42,2735.42,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305288,49.00,1326648.00,1327000.00,0,No Insurance,N,778,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,648763.30,650000.00,0.00,20070209,20070401,20370301,20070501,6.250,0.250,0.000,0.000,California,PETALUMA,94952,N,N,Jumbo,0,360,360,4002.16,4002.16,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305303,73.33,0.00,750000.00,0,No Insurance,N,705,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,548928.13,550000.00,0.00,20070215,20070401,20370301,20070501,6.125,0.250,0.000,0.000,California,ALTA LOMA,91701,N,N,Jumbo,0,360,360,3341.86,3341.86,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
305305,74.32,0.00,740003.00,0,No Insurance,N,727,Full Documentation,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,548902.20,550000.00,0.00,20070208,20070401,20370301,20070501,6.000,0.250,0.000,0.000,Maryland,GLENWOOD,21738,N,N,Jumbo,0,360,360,3297.53,3297.53,0,0,0,0,1st Lien,Chase Mortgage,Chase Mortgage,JPMMT2007-S2,1
